person1,person2,weight,relation_types,documents_count
Πολέμωνος,Εἰρηναῖος,1,co_occurs_in_document,1
Πολέμωνος,Πέρσης,1,co_occurs_in_document,1
Πολέμωνος,Χράτηι,1,co_occurs_in_document,1
Πολέμωνος,Χράτου,1,co_occurs_in_document,1
Πολέμωνος,Χράτης,1,co_occurs_in_document,1
Πολέμωνος,Χράτῃ,1,co_occurs_in_document,1
Πολέμωνος,Εἰρηναιος,1,co_occurs_in_document,1
Πολέμωνος,ΧράτῃΧράτης,1,co_occurs_in_document,1
Πολέμωνος,"SB12,11040;PTeb2,556;SB18,13790",1,co_occurs_in_document,1
Μαγδώλοις,Ταλεὶ,1,co_occurs_in_document,1
Μαγδώλοις,Τεβτύνι,1,co_occurs_in_document,1
Ταλεὶ,Τεβτύνι,1,co_occurs_in_document,1
Διόδωρον,Μάξιμον,1,co_occurs_in_document,1
Διόδωρον,Σουχάμμων,1,co_occurs_in_document,1
Μάξιμον,Σουχάμμων,1,co_occurs_in_document,1
Arabic,Θεοῦ,1,co_occurs_in_document,1
Arabic,Σζου,1,co_occurs_in_document,1
Arabic,Δανιῆλ,1,co_occurs_in_document,1
Arabic,Στέφανος,1,co_occurs_in_document,1
Arabic,περὶ ἀρταβῶν,1,co_occurs_in_document,1
Arabic,περὶ ἀρταβῶνμ ἀρτάβαι,1,co_occurs_in_document,1
Θεοῦ,Σζου,1,co_occurs_in_document,1
Θεοῦ,Δανιῆλ,1,co_occurs_in_document,1
Θεοῦ,Στέφανος,1,co_occurs_in_document,1
Θεοῦ,περὶ ἀρταβῶν,1,co_occurs_in_document,1
Θεοῦ,περὶ ἀρταβῶνμ ἀρτάβαι,1,co_occurs_in_document,1
Σζου,Δανιῆλ,1,co_occurs_in_document,1
Σζου,Στέφανος,1,co_occurs_in_document,1
Σζου,περὶ ἀρταβῶν,1,co_occurs_in_document,1
Σζου,περὶ ἀρταβῶνμ ἀρτάβαι,1,co_occurs_in_document,1
Δανιῆλ,Στέφανος,1,co_occurs_in_document,1
Δανιῆλ,περὶ ἀρταβῶν,1,co_occurs_in_document,1
Δανιῆλ,περὶ ἀρταβῶνμ ἀρτάβαι,1,co_occurs_in_document,1
Δανιῆλ,Θὼθ,1,co_occurs_in_document,1
Δανιῆλ,Αὐρήλιοι,1,co_occurs_in_document,1
Δανιῆλ,Κοπρεοῦτος,1,co_occurs_in_document,1
Δανιῆλ,Φλάουιος Σαραπίων,1,co_occurs_in_document,1
Δανιῆλ,Rufinu,1,co_occurs_in_document,1
Δανιῆλ,Φυσημ,1,co_occurs_in_document,1
Δανιῆλ,ἀδελφὸν δον,1,co_occurs_in_document,1
Στέφανος,περὶ ἀρταβῶν,1,co_occurs_in_document,1
Στέφανος,περὶ ἀρταβῶνμ ἀρτάβαι,1,co_occurs_in_document,1
περὶ ἀρταβῶν,περὶ ἀρταβῶνμ ἀρτάβαι,2,"co_occurs_in_document, epistolary_link",1
Παλᾷ,Φιλωτερίδος,1,co_occurs_in_document,1
Παλᾷ,Σαθρὼ,1,co_occurs_in_document,1
Παλᾷ,P.Flor. 2.174; P.Flor. 2.271e,1,co_occurs_in_document,1
Φιλωτερίδος,Σαθρὼ,1,co_occurs_in_document,1
Φιλωτερίδος,P.Flor. 2.174; P.Flor. 2.271e,1,co_occurs_in_document,1
Σαθρὼ,P.Flor. 2.174; P.Flor. 2.271e,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Φλαυΐῳ Οὐαλερίῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Κωνσταντίνῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Οὐαλερίῳ Λικιννιανῷ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Λικιννίῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Κρίσπῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Καίσαρσι,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Αὐρηλίας,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Παλῆτος,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Λεοντοπολίτου,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Αὐτοκράτορες,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Καίσαρες,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,Παλῆ,1,co_occurs_in_document,1
Αὐτοκράτορσι Καίσαρσι,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Κωνσταντίνῳ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Οὐαλερίῳ Λικιννιανῷ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Λικιννίῳ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Κρίσπῳ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Καίσαρσι,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Αὐρηλίας,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Παλῆτος,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Καίσαρες,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,Παλῆ,1,co_occurs_in_document,1
Φλαυΐῳ Οὐαλερίῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Κωνσταντίνῳ,Οὐαλερίῳ Λικιννιανῷ,1,co_occurs_in_document,1
Κωνσταντίνῳ,Λικιννίῳ,1,co_occurs_in_document,1
Κωνσταντίνῳ,Κρίσπῳ,1,co_occurs_in_document,1
Κωνσταντίνῳ,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Κωνσταντίνῳ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Κωνσταντίνῳ,Καίσαρσι,1,co_occurs_in_document,1
Κωνσταντίνῳ,Αὐρηλίας,1,co_occurs_in_document,1
Κωνσταντίνῳ,Παλῆτος,1,co_occurs_in_document,1
Κωνσταντίνῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Κωνσταντίνῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Κωνσταντίνῳ,Καίσαρες,1,co_occurs_in_document,1
Κωνσταντίνῳ,Παλῆ,1,co_occurs_in_document,1
Κωνσταντίνῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Λικιννίῳ,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Κρίσπῳ,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Καίσαρσι,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Αὐρηλίας,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Παλῆτος,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Λεοντοπολίτου,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Αὐτοκράτορες,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Καίσαρες,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,Παλῆ,1,co_occurs_in_document,1
Οὐαλερίῳ Λικιννιανῷ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Λικιννίῳ,Κρίσπῳ,1,co_occurs_in_document,1
Λικιννίῳ,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Λικιννίῳ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Λικιννίῳ,Καίσαρσι,1,co_occurs_in_document,1
Λικιννίῳ,Αὐρηλίας,1,co_occurs_in_document,1
Λικιννίῳ,Παλῆτος,1,co_occurs_in_document,1
Λικιννίῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Λικιννίῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Λικιννίῳ,Καίσαρες,1,co_occurs_in_document,1
Λικιννίῳ,Παλῆ,1,co_occurs_in_document,1
Λικιννίῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Κρίσπῳ,Οὐαλερίῳ Κωνσταντίνῳ,1,co_occurs_in_document,1
Κρίσπῳ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Κρίσπῳ,Καίσαρσι,1,co_occurs_in_document,1
Κρίσπῳ,Αὐρηλίας,1,co_occurs_in_document,1
Κρίσπῳ,Παλῆτος,1,co_occurs_in_document,1
Κρίσπῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Κρίσπῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Κρίσπῳ,Καίσαρες,1,co_occurs_in_document,1
Κρίσπῳ,Παλῆ,1,co_occurs_in_document,1
Κρίσπῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Φλαυίῳ Κλαυδίῳ,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Καίσαρσι,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Αὐρηλίας,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Παλῆτος,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Καίσαρες,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,Παλῆ,1,co_occurs_in_document,1
Οὐαλερίῳ Κωνσταντίνῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Καίσαρσι,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Αὐρηλίας,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Παλῆτος,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Λεοντοπολίτου,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Αὐτοκράτορες,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Καίσαρες,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,Παλῆ,1,co_occurs_in_document,1
Φλαυίῳ Κλαυδίῳ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Καίσαρσι,Αὐρηλίας,1,co_occurs_in_document,1
Καίσαρσι,Παλῆτος,1,co_occurs_in_document,1
Καίσαρσι,Λεοντοπολίτου,1,co_occurs_in_document,1
Καίσαρσι,Αὐτοκράτορες,1,co_occurs_in_document,1
Καίσαρσι,Καίσαρες,1,co_occurs_in_document,1
Καίσαρσι,Παλῆ,1,co_occurs_in_document,1
Καίσαρσι,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Αὐρηλίας,Παλῆτος,1,co_occurs_in_document,1
Αὐρηλίας,Λεοντοπολίτου,1,co_occurs_in_document,1
Αὐρηλίας,Αὐτοκράτορες,1,co_occurs_in_document,1
Αὐρηλίας,Καίσαρες,1,co_occurs_in_document,1
Αὐρηλίας,Παλῆ,1,co_occurs_in_document,1
Αὐρηλίας,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Αὐρηλίας,Ζωίλου,1,co_occurs_in_document,1
Αὐρηλίας,Παπειρίου Σαβείνου,1,co_occurs_in_document,1
Αὐρηλίας,Κλαυδίας,1,co_occurs_in_document,1
Αὐρηλίας,Μεχεὶρ Φαμενὼθ,1,co_occurs_in_document,1
Αὐρηλίας,Παῦναι,1,co_occurs_in_document,1
Αὐρηλίας,Αὐρηλία,1,co_occurs_in_document,1
Αὐρηλίας,Ζωΐλου,1,co_occurs_in_document,1
Παλῆτος,Λεοντοπολίτου,1,co_occurs_in_document,1
Παλῆτος,Αὐτοκράτορες,1,co_occurs_in_document,1
Παλῆτος,Καίσαρες,1,co_occurs_in_document,1
Παλῆτος,Παλῆ,1,co_occurs_in_document,1
Παλῆτος,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Λεοντοπολίτου,Αὐτοκράτορες,1,co_occurs_in_document,1
Λεοντοπολίτου,Καίσαρες,1,co_occurs_in_document,1
Λεοντοπολίτου,Παλῆ,1,co_occurs_in_document,1
Λεοντοπολίτου,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Αὐτοκράτορες,Καίσαρες,1,co_occurs_in_document,1
Αὐτοκράτορες,Παλῆ,1,co_occurs_in_document,1
Αὐτοκράτορες,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Καίσαρες,Παλῆ,1,co_occurs_in_document,1
Καίσαρες,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Παλῆ,ΑὐρηλίαΑὐρηλίας,1,co_occurs_in_document,1
Πτολεμαίου,Γαλέστου,2,co_occurs_in_document,2
Πτολεμαίου,Φιλιστίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Εὐεργετῶν,2,co_occurs_in_document,2
Πτολεμαίου,Φιλαδέλφου Βερενίκης,1,co_occurs_in_document,1
Πτολεμαίου,Σωσιπόλιος,1,co_occurs_in_document,1
Πτολεμαίου,Περιτίου,1,co_occurs_in_document,1
Πτολεμαίου,Κροκοδίλων,1,co_occurs_in_document,1
Πτολεμαίου,Διοκλῆς,1,co_occurs_in_document,1
Πτολεμαίου,Μενεκράτης,1,co_occurs_in_document,1
Πτολεμαίου,Διονυσόδωρος,1,co_occurs_in_document,1
Πτολεμαίου,Πολυκλῆς,1,co_occurs_in_document,1
Πτολεμαίου,Διοτρέφης,1,co_occurs_in_document,1
Πτολεμαίου,Τάσκος,1,co_occurs_in_document,1
Πτολεμαίου,Δωρόθεος,1,co_occurs_in_document,1
Πτολεμαίου,Σωκράτης,2,co_occurs_in_document,2
Πτολεμαίου,Ζηνόθεμις,1,co_occurs_in_document,1
Πτολεμαίου,Δημέας Διοδώρου,1,co_occurs_in_document,1
Πτολεμαίου,Λάμπωνος,1,co_occurs_in_document,1
Πτολεμαίου,Διοδώρωι,1,co_occurs_in_document,1
Πτολεμαίου,Ζωπυρίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Μοσχίωνος Μακεδόνος,1,co_occurs_in_document,1
Πτολεμαίου,Μενεκρά,1,co_occurs_in_document,1
Πτολεμαίου,Δημέας Λάμπωνος,1,co_occurs_in_document,1
Πτολεμαίου,P.Petr. 1 27 (2,1,co_occurs_in_document,1
Πτολεμαίου,Σούχου,1,co_occurs_in_document,1
Πτολεμαίου,Πετενεφιείους Πετενεφιείουςκε,1,co_occurs_in_document,1
Πτολεμαίου,Μαρρείους,1,co_occurs_in_document,1
Πτολεμαίου,Πνεφερῶτος,1,co_occurs_in_document,1
Πτολεμαίου,Χεύριος,1,co_occurs_in_document,1
Πτολεμαίου,Αφξδ,1,co_occurs_in_document,1
Πτολεμαίου,Πετερμοῦθις,1,co_occurs_in_document,1
Πτολεμαίου,Πανταύχου,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρίου,2,co_occurs_in_document,2
Πτολεμαίου,Σειλανίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Σιληνὸν,1,co_occurs_in_document,1
Πτολεμαίου,Διοδότου,1,co_occurs_in_document,1
Πτολεμαίου,Μικίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Πύρρωι Πτολεμαίου,1,co_occurs_in_document,1
Πτολεμαίου,Εἰκοσιπενταρούρων,1,co_occurs_in_document,1
Πτολεμαίου,Λυσίμαχον,1,co_occurs_in_document,1
Πτολεμαίου,Μαρρῆς,1,co_occurs_in_document,1
Πτολεμαίου,Εὐκτήμονος,1,co_occurs_in_document,1
Πτολεμαίου,Λαγῶν,1,co_occurs_in_document,1
Πτολεμαίου,Κρίτωνος,1,co_occurs_in_document,1
Πτολεμαίου,Βακχίου,1,co_occurs_in_document,1
Πτολεμαίου,Μουσαίου,1,co_occurs_in_document,1
Πτολεμαίου,Μελανίππωι,1,co_occurs_in_document,1
Πτολεμαίου,Πρωτάρχωι Διονυσίου,1,co_occurs_in_document,1
Πτολεμαίου,Χαιρήμονος,1,co_occurs_in_document,1
Πτολεμαίου,Θέωνος,1,co_occurs_in_document,1
Πτολεμαίου,Κριτωνείων,1,co_occurs_in_document,1
Πτολεμαίου,Ταυρίσκωι,1,co_occurs_in_document,1
Πτολεμαίου,Διδυμάρχου,1,co_occurs_in_document,1
Πτολεμαίου,Πέτρωνος,1,co_occurs_in_document,1
Πτολεμαίου,Θέωνοςκδἀσπόρου,1,co_occurs_in_document,1
Πτολεμαίου,Θεογονίδα,1,co_occurs_in_document,1
Πτολεμαίου,Ζηνοδώρου,1,co_occurs_in_document,1
Πτολεμαίου,Βρομεροῦ,1,co_occurs_in_document,1
Πτολεμαίου,Βρομερὸν,1,co_occurs_in_document,1
Πτολεμαίου,Μηνοδώρου,1,co_occurs_in_document,1
Πτολεμαίου,Κρατείνου,1,co_occurs_in_document,1
Πτολεμαίου,Πετεῦρις,1,co_occurs_in_document,1
Πτολεμαίου,Λεπτίνηι Στρατονίκου,1,co_occurs_in_document,1
Πτολεμαίου,Στρατονίκου,1,co_occurs_in_document,1
Πτολεμαίου,Μάρωνος,1,co_occurs_in_document,1
Πτολεμαίου,Πετοσίριος,1,co_occurs_in_document,1
Πτολεμαίου,ΝεχτσάφθιοςΝεχσάφθιος,1,co_occurs_in_document,1
Πτολεμαίου,Μενίσκου,1,co_occurs_in_document,1
Πτολεμαίου,Πτολεμαίουκδ,1,co_occurs_in_document,1
Πτολεμαίου,Χομήνιος,1,co_occurs_in_document,1
Πτολεμαίου,Φαεῦτος,1,co_occurs_in_document,1
Πτολεμαίου,Τεβτῦνιν,1,co_occurs_in_document,1
Πτολεμαίου,Πετεήσιος,1,co_occurs_in_document,1
Πτολεμαίου,Πάσιτος,1,co_occurs_in_document,1
Πτολεμαίου,Χομῆνιν,1,co_occurs_in_document,1
Πτολεμαίου,Φμέρσει,1,co_occurs_in_document,1
Πτολεμαίου,Κεφαλᾶτι Πετεσούχου,1,co_occurs_in_document,1
Πτολεμαίου,Τεῶτι Τεῶτοςτεωτις,1,co_occurs_in_document,1
Πτολεμαίου,Φατρείους,1,co_occurs_in_document,1
Πτολεμαίου,Πορεγέβθις,1,co_occurs_in_document,1
Πτολεμαίου,Δϡκδ,1,co_occurs_in_document,1
Πτολεμαίου,Βρξϛ,1,co_occurs_in_document,1
Πτολεμαίου,Τεβτύνεως,1,co_occurs_in_document,1
Πτολεμαίου,Εἰρηναίου,1,co_occurs_in_document,1
Πτολεμαίου,Παώπιος,1,co_occurs_in_document,1
Πτολεμαίου,Πετεσούχου,1,co_occurs_in_document,1
Πτολεμαίου,Πᾶσις Σοκονώπιος,1,co_occurs_in_document,1
Πτολεμαίου,Καμ Διονυσίου,1,co_occurs_in_document,1
Πτολεμαίου,Πυρρίχου,1,co_occurs_in_document,1
Πτολεμαίου,ἸλῶςΦαῶς,1,co_occurs_in_document,1
Πτολεμαίου,Δίου,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρίας,1,co_occurs_in_document,1
Πτολεμαίου,Τημνίτης Δημητρίαν,1,co_occurs_in_document,1
Πτολεμαίου,Κώιαν,1,co_occurs_in_document,1
Πτολεμαίου,Λεπτίνου Κώιου,1,co_occurs_in_document,1
Πτολεμαίου,Φιλωτίδος,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρίαι,1,co_occurs_in_document,1
Πτολεμαίου,Λεπτίνηι,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρία,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρίαν,1,co_occurs_in_document,1
Πτολεμαίου,Α,1,co_occurs_in_document,1
Πτολεμαίου,ΔημητρίαςΔημητρίαι,1,co_occurs_in_document,1
Πτολεμαίου,Δημητρίατε,1,co_occurs_in_document,1
Πτολεμαίου,Κλέων Γελῶιος,1,co_occurs_in_document,1
Πτολεμαίου,Τημνίτης,1,co_occurs_in_document,1
Πτολεμαίου,Λῦσις Τημνίτης,1,co_occurs_in_document,1
Πτολεμαίου,Διονύσιος Τημνίτης,1,co_occurs_in_document,1
Πτολεμαίου,Κυρηναῖος,1,co_occurs_in_document,1
Πτολεμαίου,Κῶιος,1,co_occurs_in_document,1
Πτολεμαίου,Chrest.Mitt. 283,1,co_occurs_in_document,1
Πτολεμαίου,Ταντάλου,1,co_occurs_in_document,1
Πτολεμαίου,Κλεο,1,co_occurs_in_document,1
Πτολεμαίου,Αὐδναίου,1,co_occurs_in_document,1
Πτολεμαίου,Διονύσιος,1,co_occurs_in_document,1
Πτολεμαίου,Μητροδώρωι,1,co_occurs_in_document,1
Πτολεμαίου,Τυρρήνωι,1,co_occurs_in_document,1
Πτολεμαίου,Δημήτριος,1,co_occurs_in_document,1
Πτολεμαίου,Μητρόδωρον,1,co_occurs_in_document,1
Πτολεμαίου,Μητρόδωρος,1,co_occurs_in_document,1
Πτολεμαίου,"cfPPetr3,74,B",1,co_occurs_in_document,1
Πτολεμαίου,ἐφʼ ἱερέως Ταντάλου τοῦ Κλεο νίκουνικου,1,co_occurs_in_document,1
Πτολεμαίου,Κλεοπάτρας,1,co_occurs_in_document,1
Πτολεμαίου,Φιλοξένου,1,co_occurs_in_document,1
Πτολεμαίου,Φιλοπατόρων,1,co_occurs_in_document,1
Πτολεμαίου,Φιλομητόρων,1,co_occurs_in_document,1
Πτολεμαίου,Βερενίκης Εὐεργέτιδος,1,co_occurs_in_document,1
Πτολεμαίου,Νικαίας,1,co_occurs_in_document,1
Πτολεμαίου,Φιλαδέλφου,1,co_occurs_in_document,1
Πτολεμαίου,Nwlꜣts,1,co_occurs_in_document,1
Πτολεμαίου,Φιλοπάτορος,1,co_occurs_in_document,1
Πτολεμαίου,Ξανδικοῦ,1,co_occurs_in_document,1
Πτολεμαίου,Βασιλέα Πτολε,1,co_occurs_in_document,1
Πτολεμαίου,Φιομήτορας,1,co_occurs_in_document,1
Πτολεμαίου,Φιλοπά,1,co_occurs_in_document,1
Πτολεμαίου,Εὐεργέτας,1,co_occurs_in_document,1
Πτολεμαίου,Σωτῆρας,1,co_occurs_in_document,1
Πτολεμαίου,Βερενίκης,1,co_occurs_in_document,1
Πτολεμαίου,Θεῶν Φιλομητόρων,1,co_occurs_in_document,1
Πτολεμαίου,ΘῶθΘωὺθ,1,co_occurs_in_document,1
Πτολεμαίου,Παθύρει,1,co_occurs_in_document,1
Πτολεμαίου,Πανίσκου,1,co_occurs_in_document,1
Πτολεμαίου,Τιτῶς Πατοῦτος,1,co_occurs_in_document,1
Πτολεμαίου,Περσίνη,1,co_occurs_in_document,1
Πτολεμαίου,Ψεννήσιος,1,co_occurs_in_document,1
Πτολεμαίου,Πέρσου,1,co_occurs_in_document,1
Πτολεμαίου,Παθύρεως,1,co_occurs_in_document,1
Πτολεμαίου,Πκρῶ Κοήτιος,1,co_occurs_in_document,1
Πτολεμαίου,ΣλήπιοςΣαήτιος,1,co_occurs_in_document,1
Πτολεμαίου,Πανᾶτος,1,co_occurs_in_document,1
Πτολεμαίου,Πετεαρσεμθεὺς Πανοβχούνιος,1,co_occurs_in_document,1
Πτολεμαίου,Τιτῶς,1,co_occurs_in_document,1
Πτολεμαίου,Πετεαρσεμθεὺς,1,co_occurs_in_document,1
Πτολεμαίου,Θεο,1,co_occurs_in_document,1
Πτολεμαίου,Νικοστράτου Διονυσίου,1,co_occurs_in_document,1
Πτολεμαίου,Διονυσοφάνους Διονυσίου,1,co_occurs_in_document,1
Πτολεμαίου,Δαμ,1,co_occurs_in_document,1
Πτολεμαίου,Τιμοθέου Δημέου,1,co_occurs_in_document,1
Πτολεμαίου,Δημέου,1,co_occurs_in_document,1
Πτολεμαίου,Σελεύκου,1,co_occurs_in_document,1
Πτολεμαίου,Φιλοκράτου,1,co_occurs_in_document,1
Πτολεμαίου,Πάτρωνος,1,co_occurs_in_document,1
Πτολεμαίου,Λυσιμάχου,1,co_occurs_in_document,1
Πτολεμαίου,Μυσθαρίωνος ΠενεήσιοςΠενεησις,1,co_occurs_in_document,1
Πτολεμαίου,Σαμο,1,co_occurs_in_document,1
Πτολεμαίου,Οὐαλερίου,1,co_occurs_in_document,1
Πτολεμαίου,Πετεσοῦχος,1,co_occurs_in_document,1
Πτολεμαίου,Ψάμις Πλάτου,1,co_occurs_in_document,1
Πτολεμαίου,Παγήους,1,co_occurs_in_document,1
Πτολεμαίου,Φεμνεήσις,1,co_occurs_in_document,1
Πτολεμαίου,P.Mil.Congr.XIX pg37,1,co_occurs_in_document,1
Πτολεμαίου,Χοιὰκ,1,co_occurs_in_document,1
Πτολεμαίου,Σώτας,1,co_occurs_in_document,1
Πτολεμαίου,Σελποῦς Εὐδέμονος,1,co_occurs_in_document,1
Πτολεμαίου,Παννοῦ,1,co_occurs_in_document,1
Πτολεμαίου,Πτολλᾶ,1,co_occurs_in_document,1
Πτολεμαίου,Πανκράτις Πτολεμαίου,1,co_occurs_in_document,1
Πτολεμαίου,Συρίων Σώτου,1,co_occurs_in_document,1
Πτολεμαίου,Κοπρῆς Παλήμονος,1,co_occurs_in_document,1
Πτολεμαίου,Πεκῦσις,1,co_occurs_in_document,1
Πτολεμαίου,Σαλιοῦτος,1,co_occurs_in_document,1
Πτολεμαίου,Παῦλος,1,co_occurs_in_document,1
Πτολεμαίου,Πελῆνις,1,co_occurs_in_document,1
Πτολεμαίου,Παῆσις Μασκουλλίνου,1,co_occurs_in_document,1
Πτολεμαίου,Μέλανος,1,co_occurs_in_document,1
Πτολεμαίου,ΣαρᾶΣαρας,1,co_occurs_in_document,1
Πτολεμαίου,Κάσις,1,co_occurs_in_document,1
Πτολεμαίου,Εὐήμερος,1,co_occurs_in_document,1
Πτολεμαίου,Παῆσις Πτολεμαίου,1,co_occurs_in_document,1
Πτολεμαίου,Μῶρος Σώτου,1,co_occurs_in_document,1
Πτολεμαίου,Σεύθης,1,co_occurs_in_document,1
Πτολεμαίου,Θεονᾶς,1,co_occurs_in_document,1
Πτολεμαίου,Πτολλᾶς Σαραπίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Οὐαλᾶς Σαραπίωνος,1,co_occurs_in_document,1
Πτολεμαίου,Παντῆλ,1,co_occurs_in_document,1
Πτολεμαίου,Πετουβέστιος,1,co_occurs_in_document,1
Πτολεμαίου,Κοροῦς,1,co_occurs_in_document,1
Πτολεμαίου,Τανοῦφις Πατᾶ,1,co_occurs_in_document,1
Πτολεμαίου,Μέλας ΕὐδαίμονοςΕὐδέμωνος,1,co_occurs_in_document,1
